user_id,user_gender,user_age,age_group,country,location,interests
u01774,Female,26,25-34,India,Lake Kennethport,health
u01775,Female,16,16-17,Australia,Vickiview,technology
u01776,Male,24,18-24,India,New Oscarfurt,"photography, news"
u01777,Male,20,18-24,United Kingdom,Lewisland,"health, technology, photography"
u01778,Male,45,45-54,United States,Perezville,technology
u01779,Female,55,55-65,Canada,Lake Jonathan,photography
u01780,Other,41,35-44,United States,South Johnnyport,news
u01781,Other,32,25-34,Brazil,Garciaborough,"fashion, news, food"
u01782,Male,16,16-17,United Kingdom,Sanchezfurt,"food, news"
u01783,Female,38,35-44,Japan,South Donna,"fashion, news, health"
u01784,Male,23,18-24,India,Jefferyborough,"lifestyle, art, sports"
u01785,Male,17,16-17,United Kingdom,Lake Christophermouth,fashion
u01786,Male,23,18-24,Australia,New Randy,"news, technology, health"
u01787,Male,39,35-44,Germany,Pierceburgh,"fitness, news"
u01788,Male,23,18-24,Brazil,Port April,gaming
u01789,Male,22,18-24,United States,West Kristen,"fitness, food, art"
u01790,Male,28,25-34,India,East Charlesland,"art, food, news"
u01791,Male,42,35-44,Germany,Cookfort,"sports, art"
u01792,Male,30,25-34,United Kingdom,New Josephside,"food, gaming, fitness"
u01793,Male,24,18-24,United States,Lake Jay,"travel, art, finance"
u01794,Male,19,18-24,United States,East Michael,"travel, photography"
u01795,Male,26,25-34,United States,Terrybury,"finance, technology, fashion"
u01796,Male,26,25-34,Germany,Mckenzieborough,"health, fashion"
u01797,Female,26,25-34,Canada,Brownton,"fashion, lifestyle, technology"
u01798,Male,19,18-24,Canada,Brownton,"news, art, health"
u01799,Male,25,25-34,Japan,Port Angela,news
u01800,Male,42,35-44,United States,West Michaelport,"fitness, finance, fashion"
u01801,Female,28,25-34,Australia,Pearsonport,technology
u01802,Female,31,25-34,Canada,New Brandon,health
u01803,Female,31,25-34,Japan,Johnsonport,"technology, food, health"
u01804,Male,21,18-24,Canada,East Tiffany,"food, travel"
u01805,Male,33,25-34,France,South Shannon,"travel, photography"
u01806,Female,41,35-44,United States,Lake Meganberg,"food, sports"
u01807,Female,26,25-34,United States,Bradleyville,"health, gaming"
u01808,Male,42,35-44,Germany,Pachecomouth,"health, gaming, art"
u01809,Other,20,18-24,United States,Tanyafurt,sports
u01810,Male,30,25-34,Japan,Lake Richardside,"news, gaming"
